,shit,bitch,damn,dick,fuck,ass,hell
1980,0.0013392857142857143,0.0,0.033928571428571426,0.0026785714285714286,0.0008928571428571428,0.0,0.03660714285714286
1981,0.0,0.0,0.016645326504481434,0.0,0.0,0.0,0.04396073410157917
1982,0.0,0.002512562814070352,0.013819095477386936,0.0,0.0,0.002931323283082077,0.02135678391959799
1983,0.0,0.0016460905349794238,0.009876543209876543,0.0,0.0049382716049382715,0.004526748971193415,0.020987654320987655
1984,0.005737704918032787,0.009016393442622951,0.006147540983606557,0.0,0.0036885245901639345,0.0028688524590163933,0.038114754098360654
1985,0.010505050505050505,0.0016161616161616162,0.011717171717171718,0.0,0.0056565656565656566,0.0012121212121212121,0.03393939393939394
1986,0.0,0.0,0.021712412945514133,0.0,0.0,0.0,0.03441212617779599
1987,0.001644736842105263,0.0,0.01274671052631579,0.0008223684210526315,0.0008223684210526315,0.0,0.023026315789473683
1988,0.0012028869286287089,0.002004811547714515,0.004410585404971933,0.0008019246190858059,0.0032076984763432237,0.0008019246190858059,0.04570970328789094
1989,0.0037052284890901604,0.0,0.019761218608480857,0.008233841086867023,0.008233841086867023,0.009880609304240428,0.03705228489090161
1990,0.0,0.00375,0.03791666666666667,0.007083333333333333,0.0025,0.010416666666666666,0.060833333333333336
1991,0.008680555555555556,0.010850694444444444,0.039496527777777776,0.00390625,0.009982638888888888,0.01171875,0.057291666666666664
1992,0.039882451721242655,0.025608732157850547,0.0785054575986566,0.011335012594458438,0.02938706968933669,0.02980688497061293,0.05877413937867338
1993,0.0859504132231405,0.03347107438016529,0.11528925619834711,0.04214876033057851,0.08512396694214876,0.07066115702479339,0.06859504132231405
1994,0.09245439469320066,0.06260364842454395,0.11401326699834162,0.01782752902155887,0.09203980099502487,0.09701492537313433,0.09079601990049752
1995,0.1319473907509546,0.0560033941450997,0.08188375053033517,0.031395842172252865,0.103097157403479,0.09249045396690708,0.08061094611794654
1996,0.09700854700854701,0.06324786324786325,0.09017094017094017,0.029487179487179487,0.09188034188034189,0.08846153846153847,0.08247863247863248
1997,0.07313829787234043,0.08156028368794327,0.07801418439716312,0.024379432624113476,0.08200354609929078,0.0797872340425532,0.057180851063829786
1998,0.10785159620362382,0.08498705780845557,0.07031924072476273,0.0547886108714409,0.12812769628990509,0.07333908541846419,0.07679033649698015
1999,0.08883354088833541,0.056870070568700706,0.08302200083022,0.0319634703196347,0.08011623080116231,0.062266500622665005,0.09298464092984642
2000,0.12160566706021252,0.07831562377016922,0.06296733569460843,0.045257772530499805,0.10861865407319952,0.07870916961826052,0.0594254230617867
2001,0.17860082304526748,0.09958847736625515,0.11646090534979424,0.03786008230452675,0.14814814814814814,0.09465020576131687,0.097119341563786
2002,0.14414784394250513,0.0919917864476386,0.11745379876796715,0.014784394250513347,0.14250513347022586,0.08788501026694046,0.07063655030800821
2003,0.14670534604227103,0.10401989225031082,0.13717364276833816,0.03273932863655201,0.15292167426440115,0.12474098632407792,0.09738914214670534
2004,0.16231884057971013,0.13374741200828158,0.1308488612836439,0.04679089026915114,0.18633540372670807,0.1494824016563147,0.09151138716356108
2005,0.13747954173486088,0.09983633387888707,0.12847790507364976,0.03273322422258593,0.17716857610474632,0.12847790507364976,0.08633387888707038
2006,0.1403861625100563,0.11423974255832663,0.12228479485116653,0.018905872888173775,0.16090104585679807,0.09573612228479485,0.10217216411906678
2007,0.12414349052801289,0.09794437726723096,0.15195485691253527,0.03305118903667876,0.13059250302297462,0.083031035872632,0.10399032648125756
2008,0.10024154589371981,0.05998389694041868,0.10789049919484701,0.02214170692431562,0.0998389694041868,0.07890499194847021,0.0853462157809984
2009,0.0929853181076672,0.0864600326264274,0.1268352365415987,0.02895595432300163,0.09869494290375204,0.08727569331158239,0.11908646003262642
2010,0.1682092555331992,0.1460764587525151,0.10382293762575452,0.043058350100603625,0.15090543259557343,0.10140845070422536,0.08249496981891348
2011,0.1968167701863354,0.12267080745341614,0.11529503105590062,0.04309006211180124,0.16576086956521738,0.10442546583850931,0.11568322981366459
2012,0.190666134822497,0.16394096529716792,0.12126047068209014,0.04547267650578381,0.18667730355005982,0.09493418428400478,0.11926605504587157
2013,0.1799280287884846,0.1919232307077169,0.1407437025189924,0.03558576569372251,0.20191923230707717,0.12754898040783685,0.1291483406637345
2014,0.146,0.1624,0.1456,0.046,0.1932,0.1184,0.0952
2015,0.17868462757527734,0.18304278922345482,0.14183835182250396,0.050316957210776544,0.23494453248811412,0.1240095087163233,0.11450079239302693
2016,0.19952210274790919,0.22540820390282756,0.11589008363201912,0.054958183990442055,0.2998805256869773,0.07287933094384708,0.07845479888490642
2017,0.25635930047694755,0.3004769475357711,0.147456279809221,0.06717011128775835,0.2905405405405405,0.12837837837837837,0.08386327503974562
2018,0.370114006514658,0.30415309446254074,0.1738599348534202,0.08428338762214983,0.3489413680781759,0.13477198697068404,0.08102605863192182
2019,0.3272146847565842,0.2797286512370311,0.13567438148443736,0.1097366320830008,0.34716679968076614,0.12849162011173185,0.09257781324820431
2020,0.30226904376012964,0.3055105348460292,0.16085899513776336,0.11142625607779579,0.32820097244732577,0.14343598055105347,0.11547811993517018
2021,0.32323232323232326,0.27474747474747474,0.17212121212121212,0.07595959595959596,0.36808080808080806,0.15353535353535352,0.09898989898989899
2022,0.22637106184364061,0.2119797744068456,0.1688059120964605,0.07156748346946713,0.30921820303383896,0.13341112407623493,0.15091404122909374
2023,0.24553385957623597,0.20149563772330703,0.2056501869547154,0.06647278770253427,0.2625675114250104,0.1175737432488575,0.1803074366431242
