,title,artist,rank,date,total_swear,percent_swear
8102,Moondance,Van Morrison,94,1977-12-03,0.0,0.0
8103,Emotion,Samantha Sang,3,1978-03-25,0.0,0.0
8104,Was Dog A Doughnut,Cat Stevens,70,1978-01-14,0.0,0.0
8105,If You're Not Back In Love By Monday,Millie Jackson,43,1978-01-14,0.0,0.0
8106,(You're My) Soul And Inspiration,Donny & Marie Osmond,39,1978-01-14,0.0,0.0
8107,More Than A Woman,Tavares,32,1978-05-06,0.0,0.0
8108,Sad Eyes,Brooklyn Dreams,67,1977-12-03,0.0,0.0
8109,Peg,Steely Dan,11,1978-03-11,0.0,0.0
8110,Still The Lovin' Is Fun,B.J. Thomas,77,1977-12-03,0.0,0.0
8111,Mind Bender,Stillwater,49,1978-02-11,0.0,0.0
8112,Girls' School,Wings,33,1978-01-14,0.0,0.0
8113,Heaven's Just A Sin Away,The Kendalls,72,1977-12-03,0.0,0.0
8114,Native New Yorker,Odyssey,21,1978-02-25,0.0,0.0
8115,Short People,Randy Newman,2,1978-01-28,0.0,0.0
8116,Turn To Stone,Electric Light Orchestra,14,1978-01-28,0.0,0.0
8117,Gettin' Ready For Love,Diana Ross,27,1978-01-14,0.0,0.0
8118,Desiree,Neil Diamond,16,1978-02-11,0.0,0.0
8119,Ooh Boy,Rose Royce,72,1978-01-28,0.0,0.0
8120,Street Corner Serenade,Wet Willie,31,1978-02-11,0.0,0.0
8121,How Can I Leave You Again,John Denver,44,1978-01-14,0.0,0.0
8122,Grandmother's Song,Steve Martin,72,1977-12-17,0.0,0.0
8123,What's Your Name,Lynyrd Skynyrd,13,1978-03-11,0.0,0.0
8124,Wrap Your Arms Around Me,KC And The Sunshine Band,50,1977-12-31,0.0,0.0
8125,Kick It Out,Heart,79,1977-12-03,0.0,0.0
8126,Closer To The Heart,Rush,69,1982-01-09,0.0,0.0
8127,Sometimes When We Touch,Dan Hill,3,1978-03-11,0.0,0.0
8128,Cocomotion,El Coco,44,1978-02-11,0.0,0.0
8129,Rockaway Beach,Ramones,66,1978-01-28,0.0,0.0
8130,Any Way You Want Me,The Sylvers,72,1977-12-31,0.0,0.0
8131,You Make Me Crazy,Sammy Hagar,65,1978-01-14,0.0,0.0
8132,Goodbye Girl,David Gates,15,1978-04-22,0.0,0.0
8133,Too Hot Ta Trot,Commodores,24,1978-02-11,0.0,0.0
8134,Happy Anniversary,Little River Band,16,1978-03-11,0.0,0.0
8135,Sweet Music Man,Kenny Rogers,44,1978-01-28,2.0,0.005555555555555556
8136,Never My Love,Addrisi Brothers,80,1977-12-31,0.0,0.0
8137,Thunder Island,Jay Ferguson,9,1978-04-08,0.0,0.0
8138,I Love You,Donna Summer,37,1978-02-11,0.0,0.0
8139,Lovely Day,Bill Withers,30,1978-02-11,0.0,0.0
8140,Don't Let It Show,The Alan Parsons Project,93,1977-12-31,0.0,0.0
8141,The Next Hundred Years,Al Martino,49,1978-01-14,0.0,0.0
8142,"Long, Long Way From Home",Foreigner,21,1978-02-11,0.0,0.0
8143,Tried To Love,Peter Frampton,41,1978-01-14,0.0,0.0
8144,Easy To Love,Leo Sayer,36,1978-01-28,0.0,0.0
8145,Stayin' Alive,Bee Gees,1,1978-02-11,0.0,0.0
8146,Boats Against The Current,Eric Carmen,90,1977-12-31,0.0,0.0
8147,The Name Of The Game,ABBA,12,1978-03-11,0.0,0.0
8148,What A Difference You've Made In My Life,Ronnie Milsap,80,1978-01-14,0.0,0.0
8149,"Curious Mind (Um, Um, Um, Um, Um, Um)",Johnny Rivers,41,1978-02-11,0.0,0.0
8150,Reach For It,George Duke,56,1978-01-28,0.0,0.0
8151,Galaxy,War,40,1978-02-11,0.0,0.0
8152,Lay Down Sally,Eric Clapton,3,1978-04-08,0.0,0.0
8153,Jack And Jill,Raydio,8,1978-04-22,0.0,0.0
8154,Always And Forever,Heatwave,18,1978-04-08,0.0,0.0
8155,"What's Your Name, What's Your Number",Andrea True Connection,56,1978-02-25,0.0,0.0
8156,Love Me Right,Denise LaSalle,80,1978-03-11,0.0,0.0
8157,"1,000 Laughs",Eloise Laws,92,1978-02-11,0.0,0.0
8158,Our Love,Natalie Cole,10,1978-04-22,0.0,0.0
8159,Belle,Al Green,83,1978-01-28,0.0,0.0
8160,So Long,Firefall,48,1978-02-11,0.0,0.0
8161,Take Me To The Kaptin,Prism,59,1978-02-11,0.0,0.0
8162,The Way You Do The Things You Do,Rita Coolidge,20,1978-03-11,0.0,0.0
8163,Storybook Children (Daybreak),Bette Midler,57,1978-03-11,0.0,0.0
8164,You Really Got Me,Van Halen,36,1978-03-25,0.0,0.0
8165,Lady Love,Lou Rawls,24,1978-04-08,0.0,0.0
8166,Never Had A Love,Pablo Cruise,89,1978-02-11,0.0,0.0
8167,Poor Poor Pitiful Me,Linda Ronstadt,31,1978-03-11,0.0,0.0
8168,Supernature,Cerrone,70,1978-02-11,0.0,0.0
8169,Touch And Gone,Gary Wright,80,1978-01-28,0.0,0.0
8170,Dust In The Wind,Kansas,6,1978-04-22,0.0,0.0
8171,Ebony Eyes,Bob Welch,14,1978-04-08,0.0,0.0
8172,"Let It Go, Let It Flow",Dave Mason,46,1978-02-25,0.0,0.0
8173,If I Can't Have You,Yvonne Elliman,2,1978-04-22,0.0,0.0
8174,Everybody Loves A Rain Song,B.J. Thomas,44,1978-02-25,0.0,0.0
8175,Ain't Gonna' Hurt Nobody,Brick,93,1978-02-11,0.0,0.0
8176,Before My Heart Finds Out,Gene Cotton,23,1978-04-08,0.0,0.0
8177,It's You That I Need,Enchantment,34,1978-03-25,0.0,0.0
8178,Little One,Chicago,45,1978-03-25,0.0,0.0
8179,Flash Light,Parliament,16,1978-04-22,0.0,0.0
8180,Boogie Shoes,KC And The Sunshine Band,35,1978-04-08,0.0,0.0
8181,The Circle Is Small (I Can See It In Your Eyes),Gordon Lightfoot,33,1978-04-08,0.0,0.0
8182,California,Debby Boone,50,1978-03-11,0.0,0.0
8183,Hot Legs,Rod Stewart,29,1978-03-25,0.0,0.0
8184,Running On Empty,Jackson Browne,12,1978-04-22,0.0,0.0
8185,"Sweet, Sweet Smile",Carpenters,45,1978-04-08,0.0,0.0
8186,Hollywood,Boz Scaggs,49,1978-03-11,0.0,0.0
8187,Silver Dreams,The Babys,53,1978-03-11,0.0,0.0
8188,I Can't Hold On,Karla Bonoff,82,1978-02-25,0.0,0.0
8189,Can't Smile Without You,Barry Manilow,3,1978-04-22,0.0,0.0
8190,Night Fever,Bee Gees,1,1978-03-25,0.0,0.0
8191,Thank You For Being A Friend,Andrew Gold,25,1978-04-22,0.0,0.0
8192,I'm Gonna Take Care Of Everything,Rubicon,28,1978-04-22,0.0,0.0
8193,Fooling Yourself (The Angry Young Man),Styx,29,1978-04-22,0.0,0.0
8194,Baby Hold On,Eddie Money,12,1978-06-03,0.0,0.0
8195,Love Is Like Oxygen,Sweet,8,1978-07-01,0.0,0.0
8196,We'll Never Have To Say Goodbye Again,England Dan & John Ford Coley,9,1978-04-22,0.0,0.0
8197,Rocket Ride,KISS,39,1978-04-22,0.0,0.0
8198,The Closer I Get To You,Roberta Flack With Donny Hathaway,2,1978-05-20,0.0,0.0
8199,We Fell In Love While Dancing,Bill Brandon,80,1978-04-08,0.0,0.0
8200,Psycho Killer,Talking Heads,92,1978-03-11,0.0,0.0
8201,Ready For The Times To Get Better,Crystal Gayle,52,1978-04-22,0.0,0.0
8202,That's Your Secret,Sea Level,50,1978-04-22,0.0,0.0
8203,I Love My Music,Wild Cherry,69,1978-04-08,0.0,0.0
8204,Honey Don't Leave L.a.,James Taylor,61,1978-03-25,1.0,0.0044444444444444444
8205,Sweet Talkin' Woman,Electric Light Orchestra,17,1978-05-06,0.0,0.0
8206,Let's All Chant,The Michael Zager Band,36,1978-05-20,0.0,0.0
8207,Dance With Me,Peter Brown With Betty Wright,9,1978-07-01,0.0,0.0
8208,On Broadway,George Benson,8,1978-06-03,0.0,0.0
8209,Don't Cost You Nothing,Ashford & Simpson,81,1978-04-22,0.0,0.0
8210,Your Love Is So Good For Me,Diana Ross,49,1978-04-08,0.0,0.0
8211,Woman To Woman,Barbara Mandrell,92,1978-03-25,0.0,0.0
8212,I Can't Stand The Rain,Eruption,24,1978-07-01,0.0,0.0
8213,You'll Love Again,Hotel,71,1978-05-06,0.0,0.0
8214,Miss Broadway,Belle Epoque,94,1978-03-25,0.0,0.0
8215,Kings And Queens,Aerosmith,70,1978-04-08,0.0,0.0
8216,Imaginary Lover,Atlanta Rhythm Section,7,1978-06-03,0.0,0.0
8217,Rumour Has It,Donna Summer,55,1978-03-25,0.0,0.0
8218,Fantasy,"Earth, Wind & Fire",32,1978-04-22,0.0,0.0
8219,This Time I'm In It For Love,Player,10,1978-06-03,0.0,0.0
8220,Count On Me,Jefferson Starship,8,1978-05-20,0.0,0.0
8221,It Amazes Me,John Denver,59,1978-04-08,0.0,0.0
8222,Movin' Out (Anthony's Song),Billy Joel,17,1978-06-03,0.0,0.0
8223,"Music, Harmony And Rhythm",Brooklyn Dreams,57,1978-04-22,0.0,0.0
8224,Two Out Of Three Ain't Bad,Meat Loaf,12,1978-07-01,0.0,0.0
8225,Every Kinda People,Robert Palmer,16,1978-07-01,0.0,0.0
8226,Two Doors Down,Dolly Parton,19,1978-05-20,0.0,0.0
8227,Werewolves Of London,Warren Zevon,21,1978-05-20,0.0,0.0
8228,Bombs Away,Bob Weir,72,1978-04-08,1.0,0.0036496350364963502
8229,Number One,Eloise Laws,97,1978-03-25,0.0,0.0
8230,It's A Heartache,Bonnie Tyler,3,1978-07-01,0.0,0.0
8231,With A Little Luck,Wings,1,1978-05-20,3.0,0.006036217303822937
8232,You're The One That I Want,John Travolta & Olivia Newton-John,2,1978-06-03,0.0,0.0
8233,Deacon Blues,Steely Dan,19,1978-06-17,0.0,0.0
8234,Ain't Gonna Eat Out My Heart Anymore,Angel,44,1978-05-06,0.0,0.0
8235,Make You Feel Love Again,Wet Willie,45,1978-05-06,0.0,0.0
8236,Wheel In The Sky,Journey,58,1978-05-06,0.0,0.0
8237,Because The Night,Patti Smith Group,13,1978-07-01,0.0,0.0
8238,It's A Heartache,Juice Newton,86,1978-04-22,0.0,0.0
8239,House Of The Rising Sun,Santa Esmeralda,86,1978-04-08,0.0,0.0
8240,Mama Let Him Play,Doucette,77,1978-04-22,0.0,0.0
8241,Heartless,Heart,24,1978-06-17,0.0,0.0
8242,"Yank Me, Crank Me",Ted Nugent,58,1978-04-22,0.0,0.0
8243,"Too Much, Too Little, Too Late",Johnny Mathis/Deniece Williams,1,1978-06-03,0.0,0.0
8244,Shadow Dancing,Andy Gibb,1,1978-06-17,0.0,0.0
8245,Ego,Elton John,34,1978-05-06,0.0,0.0
8246,Since You Been Gone,Head East,46,1978-05-20,1.0,0.003952569169960474
8247,You Belong To Me,Carly Simon,6,1978-07-01,0.0,0.0
8248,Bluer Than Blue,Michael Johnson,15,1978-07-01,0.0,0.0
8249,Baker Street,Gerry Rafferty,2,1978-07-01,0.0,0.0
8250,Follow You Follow Me,Genesis,23,1978-07-01,0.0,0.0
8251,Where Have You Been All My Life,Fotomaker,81,1978-05-20,0.0,0.0
8252,Cheeseburger In Paradise,Jimmy Buffett,32,1978-06-17,1.0,0.0037593984962406013
8253,Everybody Dance,Chic,38,1978-06-17,0.0,0.0
8254,Do You Wanna Dance,Ramones,86,1978-05-06,0.0,0.0
8255,The Wanderer,Leif Garrett,49,1978-05-20,0.0,0.0
8256,You're The Love,Seals & Crofts,18,1978-07-01,0.0,0.0
8257,Take A Chance On Me,ABBA,4,1978-07-01,0.0,0.0
8258,Tumbling Dice,Linda Ronstadt,32,1978-06-03,1.0,0.004524886877828055
8259,You Got That Right,Lynyrd Skynyrd,72,1978-04-22,0.0,0.0
8260,Ca Plane Pour Moi,Plastic Bertrand,47,1978-06-17,0.0,0.0
8261,Runnin' With The Devil,Van Halen,84,1978-05-20,1.0,0.004694835680751174
8262,I Was Only Joking,Rod Stewart,22,1978-07-01,1.0,0.003289473684210526
8263,I Want To Live,John Denver,55,1978-05-20,0.0,0.0
8264,You Got It,Diana Ross,50,1978-06-03,0.0,0.0
8265,You Keep Me Dancing,Samantha Sang,56,1978-06-03,0.0,0.0
8266,Weekend Lover,Odyssey,58,1978-06-03,0.0,0.0
8267,The Groove Line,Heatwave,7,1978-07-22,0.0,0.0
8268,Thank God It's Friday,Love And Kisses,22,1978-07-22,0.0,0.0
8269,Use Ta Be My Girl,The O'Jays,5,1978-07-01,0.0,0.0
8270,Warm Ride,Rare Earth,40,1978-06-17,0.0,0.0
8271,Oh What A Night For Dancing,Barry White,25,1978-06-17,0.0,0.0
8272,Even Now,Barry Manilow,19,1978-07-01,0.0,0.0
8273,If Ever I See You Again,Roberta Flack,24,1978-07-22,0.0,0.0
8274,Stone Blue,Foghat,36,1978-07-01,0.0,0.0
8275,It's The Same Old Song,KC And The Sunshine Band,35,1978-07-01,0.0,0.0
8276,I Want You To Be Mine,Kayak,57,1978-06-03,0.0,0.0
8277,Only The Good Die Young,Billy Joel,25,1978-07-01,0.0,0.0
8278,Take Me Back To Chicago,Chicago,63,1978-06-03,0.0,0.0
8279,Still The Same,Bob Seger & The Silver Bullet Band,4,1978-07-22,1.0,0.003424657534246575
8280,Wonderful Tonight,Eric Clapton,21,1978-07-01,0.0,0.0
8281,It's Late,Queen,74,1978-06-03,0.0,0.0
8282,Last Dance,Donna Summer,3,1978-08-12,0.0,0.0
8283,Roll With The Changes,REO Speedwagon,59,1978-06-03,0.0,0.0
8284,King Tut,Steve Martin And The Toot Uncommons,17,1978-08-12,0.0,0.0
8285,Love Or Something Like It,Kenny Rogers,32,1978-07-29,1.0,0.00392156862745098
8286,That Once In A Lifetime,Demis Roussos,47,1978-07-22,0.0,0.0
8287,This Night Won't Last Forever,Bill LaBounty,67,1978-07-01,0.0,0.0
8288,Rivers Of Babylon,Boney M.,30,1978-08-26,0.0,0.0
8289,Georgia On My Mind,Willie Nelson,84,1978-06-17,0.0,0.0
8290,You Can't Dance,England Dan & John Ford Coley,50,1978-07-01,0.0,0.0
8291,Miss You,The Rolling Stones,3,1978-07-22,0.0,0.0
8292,Can We Still Be Friends,Todd Rundgren,30,1978-07-29,1.0,0.0029069767441860465
8293,"Hot Love, Cold World",Bob Welch,38,1978-07-01,0.0,0.0
8294,Midnight Light,LeBlanc & Carr,91,1978-06-17,0.0,0.0
8295,Magnet And Steel,Walter Egan,8,1978-08-26,0.0,0.0
8296,Grease,Frankie Valli,1,1978-08-26,0.0,0.0
8297,FM (No Static At All),Steely Dan,22,1978-07-29,0.0,0.0
8298,Runaway,Jefferson Starship,12,1978-07-29,0.0,0.0
8299,My Angel Baby,Toby Beau,13,1978-08-12,0.0,0.0
8300,Love Will Find A Way,Pablo Cruise,6,1978-08-26,0.0,0.0
8301,Will You Still Love Me Tomorrow,Dave Mason,47,1978-07-01,0.0,0.0
8302,Hot Child In The City,Nick Gilder,2,1978-10-14,0.0,0.0
8303,I've Had Enough,Wings,25,1978-08-12,0.0,0.0
8304,I Need To Know,Tom Petty And The Heartbreakers,42,1978-07-29,0.0,0.0
8305,Never Let Her Slip Away,Andrew Gold,67,1978-07-22,0.0,0.0
8306,Daylight And Darkness,Smokey Robinson,75,1978-07-22,0.0,0.0
8307,I'm Not Gonna Let It Bother Me Tonight,Atlanta Rhythm Section,14,1978-08-12,0.0,0.0
8308,Prove It All Night,Bruce Springsteen,33,1978-07-22,0.0,0.0
8309,Three Times A Lady,Commodores,1,1978-08-12,0.0,0.0
8310,Shame,"Evelyn ""Champagne"" King",9,1978-09-09,0.0,0.0
8311,Copacabana (at The Copa),Barry Manilow,8,1978-08-12,0.0,0.0
8312,Life's Been Good,Joe Walsh,12,1978-08-12,0.0,0.0
8313,Songbird,Barbra Streisand,25,1978-07-22,0.0,0.0
8314,Just What I Needed,The Cars,27,1978-09-23,0.0,0.0
8315,Stuff Like That,Quincy Jones,22,1978-08-26,0.0,0.0
8316,Trans-europe Express,Kraftwerk,71,1978-06-17,0.0,0.0
8317,Portrait (He Knew),Kansas,64,1978-07-01,0.0,0.0
8318,Stay/The Load-Out,Jackson Browne,20,1978-08-12,0.0,0.0
8319,Dream Lover,The Marshall Tucker Band,78,1978-07-01,0.0,0.0
8320,New Orleans Ladies,Louisiana's LeRoux,59,1978-07-22,0.0,0.0
8321,You,Rita Coolidge,25,1978-08-26,0.0,0.0
8322,On The Wrong Track,Kevin Lamb,84,1978-07-01,0.0,0.0
8323,Anytime,Journey,85,1978-07-01,0.0,0.0
8324,You And I,Rick James,13,1978-09-23,2.0,0.0048543689320388345
8325,Runaway Love,Linda Clifford,76,1978-07-22,0.0,0.0
8326,Macho Man,Village People,26,1978-08-26,0.0,0.0
8327,Two Tickets To Paradise,Eddie Money,22,1978-09-09,0.0,0.0
8328,Ain't Nothing Gonna Keep Me From You,Teri DeSario,44,1978-08-26,0.0,0.0
8329,Only One Love In My Life,Ronnie Milsap,63,1978-07-29,0.0,0.0
8330,You Don't Love Me Anymore,Eddie Rabbitt,53,1978-07-29,0.0,0.0
8331,Hot Blooded,Foreigner,3,1978-09-09,0.0,0.0
8332,Mr. Blue Sky,Electric Light Orchestra,35,1978-08-12,0.0,0.0
8333,Boogie Oogie Oogie,A Taste Of Honey,1,1978-09-09,0.0,0.0
8334,I Love The Nightlife (Disco 'round),Alicia Bridges,5,1978-12-30,0.0,0.0
8335,You Needed Me,Anne Murray,1,1978-11-04,0.0,0.0
8336,Close The Door,Teddy Pendergrass,26,1978-09-09,0.0,0.0
8337,Kiss You All Over,Exile,1,1978-10-07,0.0,0.0
8338,Break It To Them Gently,Burton Cummings,85,1978-07-29,1.0,0.0024330900243309003
8339,Think It Over,Cheryl Ladd,34,1978-09-09,0.0,0.0
8340,I Can't Wait Any Longer,Bill Anderson,80,1978-07-29,0.0,0.0
8341,Got To Get You Into My Life,"Earth, Wind & Fire",10,1978-09-09,0.0,0.0
8342,Get Off,Foxy,10,1978-11-04,0.0,0.0
8343,Surrender,Cheap Trick,64,1978-08-26,0.0,0.0
8344,Time For Me To Fly,REO Speedwagon,56,1978-08-26,0.0,0.0
8345,A Rock 'N' Roll Fantasy,The Kinks,31,1978-09-09,0.0,0.0
8346,Love Is In The Air,John Paul Young,7,1978-10-14,0.0,0.0
8347,Hopelessly Devoted To You,Olivia Newton-John,3,1978-09-23,0.0,0.0
8348,Fool If You Think It's Over,Chris Rea,12,1978-09-23,0.0,0.0
8349,An Everlasting Love,Andy Gibb,5,1978-09-23,0.0,0.0
8350,"Whenever I Call You ""Friend""",Kenny Loggins,5,1978-11-04,0.0,0.0
8351,Steppin' In A Slide Zone,The Moody Blues,39,1978-09-09,0.0,0.0
8352,On The Strip,Paul Nicholas,71,1978-08-12,0.0,0.0
8353,Talking In Your Sleep,Crystal Gayle,18,1978-11-04,0.0,0.0
8354,If You Wanna Do A Dance,The Spinners,49,1978-08-26,0.0,0.0
8355,Reminiscing,Little River Band,3,1978-11-04,0.0,0.0
8356,"Love Theme From ""Eyes Of Laura Mars"" (Prisoner)",Barbra Streisand,22,1978-09-23,0.0,0.0
8357,Come Together,Aerosmith,23,1978-10-07,0.0,0.0
8358,You Never Done It Like That,Captain & Tennille,10,1978-11-18,0.0,0.0
8359,Oh! Darling,Robin Gibb,15,1978-10-07,0.0,0.0
8360,Took The Last Train,David Gates,30,1978-11-04,0.0,0.0
8361,Back In My Arms Again,Genya Ravan,92,1978-08-26,0.0,0.0
8362,Blame It On The Boogie,Mick Jackson,63,1978-08-26,0.0,0.0
8363,Right Down The Line,Gerry Rafferty,13,1978-10-14,0.0,0.0
8364,She Loves To Be In Love,Charlie,54,1978-09-09,0.0,0.0
8365,I Will Still Love You,Stonebolt,32,1978-10-14,0.0,0.0
8366,Arms Of Mary,Chilliwack,67,1978-08-26,0.0,0.0
8367,California Nights,Sweet,76,1978-08-26,0.0,0.0
8368,Hollywood Nights,Bob Seger & The Silver Bullet Band,12,1978-10-07,0.0,0.0
8369,She's Always A Woman,Billy Joel,17,1978-10-14,0.0,0.0
8370,All I See Is Your Face,Dan Hill,41,1978-09-23,0.0,0.0
8371,Livingston Saturday Night,Jimmy Buffett,52,1978-09-09,0.0,0.0
8372,Almost Like Being In Love,Michael Johnson,33,1978-10-07,0.0,0.0
8373,Paradise By The Dashboard Light,Meat Loaf,39,1978-09-23,0.0,0.0
8374,5.7.0.5.,City Boy,27,1978-10-14,0.0,0.0
8375,Raise A Little Hell,Trooper,59,1978-09-09,45.0,0.1323529411764706
8376,Don't Look Back,Boston,4,1978-10-07,0.0,0.0
8377,Josie,Steely Dan,26,1978-10-14,0.0,0.0
8378,Heartbreaker,Dolly Parton,37,1978-10-07,0.0,0.0
8379,It's A Laugh,Daryl Hall John Oates,20,1978-11-04,0.0,0.0
8380,Sweet Life,Paul Davis,17,1978-12-16,0.0,0.0
8381,Holding On (When Love Is Gone),L.T.D.,49,1978-10-07,0.0,0.0
8382,Long Hot Summer Nights,Wendy Waldman,76,1978-09-09,0.0,0.0
8383,Back In The U.s.a.,Linda Ronstadt,16,1978-10-14,0.0,0.0
8384,Lights,Journey,68,1978-09-09,0.0,0.0
8385,Who Are You,The Who,14,1978-11-04,2.0,0.003067484662576687
8386,Dance (Disco Heat),Sylvester,20,1978-11-18,0.0,0.0
8387,Badlands,Bruce Springsteen,42,1978-09-23,2.0,0.004796163069544364
8388,Beast Of Burden,The Rolling Stones,9,1978-11-04,0.0,0.0
8389,London Town,Wings,39,1978-10-14,0.0,0.0
8390,Prisoner Of Your Love,Player,27,1978-11-04,0.0,0.0
8391,Takin' It Easy,Seals & Crofts,79,1978-09-09,0.0,0.0
8392,Substitute,Clout,67,1978-10-14,0.0,0.0
8393,Our Night,Shaun Cassidy,80,1978-09-23,0.0,0.0
8394,I Just Wanna Stop,Gino Vannelli,4,1978-12-16,0.0,0.0
8395,Ease On Down The Road,Diana Ross & Michael Jackson,42,1978-10-14,0.0,0.0
8396,Peggy Sue,The Beach Boys,61,1978-09-23,0.0,0.0
8397,Let's Get Crazy Tonight,Rupert Holmes,74,1978-09-23,1.0,0.0024937655860349127
8398,How Much I Feel,Ambrosia,3,1978-11-18,0.0,0.0
8399,MacArthur Park,Donna Summer,1,1978-11-18,0.0,0.0
8400,Crazy Feelin',Jefferson Starship,54,1978-10-07,0.0,0.0
8401,Themes From The Wizard Of Oz,Meco,35,1978-11-04,0.0,0.0
8402,Straight On,Heart,15,1978-12-16,0.0,0.0
8403,Sgt. Pepper's Lonely Hearts Club Band/With A Little Help From My Friends,The Beatles,71,1978-10-07,0.0,0.0
8404,Flying High,Commodores,38,1978-11-04,0.0,0.0
8405,You Should Do It,Peter Brown With Betty Wright,54,1978-11-04,0.0,0.0
8406,Blue Collar Man (Long Nights),Styx,21,1978-11-18,0.0,0.0
8407,Don't Want To Live Without It,Pablo Cruise,21,1978-12-02,0.0,0.0
8408,What Goes Up,The Alan Parsons Project,89,1978-09-23,0.0,0.0
8409,Got To Have Loving,Don Ray,44,1978-11-04,0.0,0.0
8410,Ready To Take A Chance Again,Barry Manilow,11,1978-11-18,0.0,0.0
8411,One Nation Under A Groove - Part I,Funkadelic,28,1978-11-18,0.0,0.0
8412,Brandy,The O'Jays,79,1978-10-07,0.0,0.0
8413,Listen To Her Heart,Tom Petty,61,1978-10-14,0.0,0.0
8414,Change Of Heart,Eric Carmen,19,1978-12-02,0.0,0.0
8415,Sharing The Night Together,Dr. Hook,6,1979-01-13,0.0,0.0
8416,Champagne Jam,Atlanta Rhythm Section,43,1978-11-04,1.0,0.004608294930875576
8417,Double Vision,Foreigner,2,1978-11-18,0.0,0.0
8418,Wavelength,Van Morrison,45,1978-11-04,0.0,0.0
8419,Everybody Needs Love,Stephen Bishop,32,1978-11-18,0.0,0.0
8420,Like A Sunday In Salem (The Amos & Andy Song),Gene Cotton,40,1978-11-18,0.0,0.0
8421,Do You Feel All Right,KC And The Sunshine Band,63,1978-11-04,0.0,0.0
8422,Mellow Lovin',Judy Cheeks,65,1978-11-04,0.0,0.0
8423,Greased Lightnin',John Travolta,54,1978-10-14,2.0,0.005633802816901409
8424,Time Passages,Al Stewart,7,1978-12-16,0.0,0.0
8425,Dreadlock Holiday,10cc,44,1978-11-18,0.0,0.0
8426,On The Shelf,Donny & Marie Osmond,39,1978-11-18,0.0,0.0
8427,I'm Every Woman,Chaka Khan,21,1978-12-30,0.0,0.0
8428,There'll Never Be,Switch,36,1978-12-16,0.0,0.0
8429,Hold The Line,Toto,5,1979-01-13,0.0,0.0
8430,This Is Love,Paul Anka,35,1978-12-02,0.0,0.0
8431,Forever Autumn,Justin Hayward,48,1978-12-02,0.0,0.0
8432,Run For Home,Lindisfarne,33,1978-12-16,0.0,0.0
8433,Raining In My Heart,Leo Sayer,47,1978-11-04,0.0,0.0
8434,Strange Way,Firefall,11,1978-12-16,0.0,0.0
8435,(Our Love) Don't Throw It All Away,Andy Gibb,9,1978-12-16,0.0,0.0
8436,Instant Replay,Dan Hartman,29,1979-01-13,0.0,0.0
8437,Take Me I'm Yours,Michael Henderson,90,1978-10-14,0.0,0.0
8438,New York Groove,Ace Frehley,13,1979-02-10,0.0,0.0
8439,Hot Summer Nights,Walter Egan,55,1978-11-18,0.0,0.0
8440,The Power Of Gold,Dan Fogelberg/Tim Weisberg,24,1978-12-16,0.0,0.0
8441,We've Got Tonight,Bob Seger & The Silver Bullet Band,13,1979-01-13,0.0,0.0
8442,In The Bush,Musique,58,1978-12-30,0.0,0.0
8443,My Best Friend's Girl,The Cars,35,1978-12-30,0.0,0.0
8444,It's Over,Electric Light Orchestra,75,1978-11-18,0.0,0.0
8445,My Life,Billy Joel,3,1979-01-13,0.0,0.0
8446,Can You Fool,Glen Campbell,38,1978-12-16,0.0,0.0
8447,Blame It On The Boogie,The Jacksons,54,1978-12-02,0.0,0.0
8448,Fun Time,Joe Cocker,43,1978-12-02,0.0,0.0
8449,Le Freak,Chic,1,1978-12-30,0.0,0.0
8450,I Will Be In Love With You,Livingston Taylor,30,1979-01-13,0.0,0.0
8451,Take Me To The River,Talking Heads,26,1979-02-10,0.0,0.0
8452,(You Got To Walk And) Don't Look Back,Peter Tosh with Mick Jagger,81,1978-12-02,0.0,0.0
8453,Soft And Wet,Prince,94,1978-11-18,0.0,0.0
8454,Driftwood,The Moody Blues,63,1978-12-02,0.0,0.0
8455,Love Me Again,Rita Coolidge,68,1978-12-02,0.0,0.0
8456,Get Back,Billy Preston,86,1978-11-04,0.0,0.0
8457,"Hold Me, Touch Me",Paul Stanley,46,1978-12-30,0.0,0.0
8458,The Gambler,Kenny Rogers,17,1979-02-24,0.0,0.0
8459,Mary Jane,Rick James,42,1978-12-30,0.0,0.0
8460,Dancing In Paradise,El Coco,91,1978-12-02,0.0,0.0
8461,Y.M.C.A.,Village People,2,1979-02-10,0.0,0.0
8462,Alive Again,Chicago,14,1978-12-02,0.0,0.0
8463,How You Gonna See Me Now,Alice Cooper,12,1978-12-30,0.0,0.0
8464,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond,1,1978-12-02,0.0,0.0
8465,Bicycle Race/Fat Bottomed Girls,Queen,24,1979-01-13,0.0,0.0
8466,Fire,The Pointer Sisters,2,1979-02-24,0.0,0.0
8467,I Was Made For Dancin',Leif Garrett,10,1979-02-24,0.0,0.0
8468,Don't Hold Back,Chanson,21,1979-02-10,0.0,0.0
8469,September,"Earth, Wind & Fire",8,1979-02-10,0.0,0.0
8470,Every 1's A Winner,Hot Chocolate,6,1979-02-10,0.0,0.0
