,1,3,5,10,15,20
1,0.1559633027522936,0.07224770642201835,0.0481651376146789,0.028669724770642203,0.011467889908256881,0.006880733944954129
2,0.16448598130841122,0.07663551401869159,0.048598130841121495,0.03551401869158879,0.022429906542056073,0.018691588785046728
3,0.1461864406779661,0.08050847457627118,0.0614406779661017,0.03389830508474576,0.023305084745762712,0.014830508474576272
4,0.12682926829268293,0.06585365853658537,0.04390243902439024,0.014634146341463415,0.004878048780487805,0.004878048780487805
5,0.14690721649484537,0.09278350515463918,0.07216494845360824,0.041237113402061855,0.02577319587628866,0.015463917525773196
6,0.1448087431693989,0.07650273224043716,0.04918032786885246,0.0273224043715847,0.01912568306010929,0.01366120218579235
7,0.1532033426183844,0.08356545961002786,0.07242339832869081,0.03899721448467967,0.016713091922005572,
8,0.14175257731958762,0.06443298969072164,0.03608247422680412,0.01804123711340206,0.01288659793814433,0.01288659793814433
9,0.16666666666666666,0.09748427672955975,0.0660377358490566,0.04716981132075472,0.02830188679245283,0.018867924528301886
10,0.14201183431952663,0.09763313609467456,0.07988165680473373,0.020710059171597635,0.008875739644970414,0.008875739644970414
11,0.17272727272727273,0.11818181818181818,0.09090909090909091,0.051515151515151514,0.03333333333333333,0.024242424242424242
12,0.21710526315789475,0.11513157894736842,0.08552631578947369,0.039473684210526314,0.009868421052631578,0.006578947368421052
13,0.19281045751633988,0.10130718954248366,0.07516339869281045,0.0392156862745098,0.0392156862745098,0.032679738562091505
14,0.19718309859154928,0.13028169014084506,0.09154929577464789,0.0528169014084507,0.035211267605633804,0.02464788732394366
15,0.17216117216117216,0.1282051282051282,0.08791208791208792,0.04395604395604396,0.014652014652014652,0.007326007326007326
16,0.17551020408163265,0.09795918367346938,0.07346938775510205,0.04081632653061224,0.024489795918367346,0.0163265306122449
17,0.16666666666666666,0.0975609756097561,0.08536585365853659,0.044715447154471545,0.028455284552845527,0.02032520325203252
18,0.13043478260869565,0.06956521739130435,0.043478260869565216,0.034782608695652174,0.017391304347826087,0.013043478260869565
19,0.1834862385321101,0.0963302752293578,0.08256880733944955,0.027522935779816515,0.013761467889908258,0.013761467889908258
20,0.1583011583011583,0.09652509652509653,0.07722007722007722,0.03474903474903475,0.015444015444015444,0.007722007722007722
21,0.1673469387755102,0.09387755102040816,0.06938775510204082,0.053061224489795916,0.02857142857142857,0.02040816326530612
22,0.2033195020746888,0.13278008298755187,0.07883817427385892,0.03734439834024896,0.016597510373443983,0.008298755186721992
23,0.1801470588235294,0.10294117647058823,0.09191176470588236,0.05514705882352941,0.022058823529411766,0.003676470588235294
24,0.15021459227467812,0.07725321888412018,0.060085836909871244,0.04291845493562232,0.030042918454935622,0.012875536480686695
25,0.13333333333333333,0.08205128205128205,0.06666666666666667,0.035897435897435895,0.015384615384615385,0.010256410256410256
26,0.23008849557522124,0.13274336283185842,0.10176991150442478,0.05752212389380531,0.035398230088495575,0.017699115044247787
27,0.17813765182186234,0.09716599190283401,0.05668016194331984,0.03643724696356275,0.016194331983805668,0.004048582995951417
28,0.1743119266055046,0.10550458715596331,0.06880733944954129,0.022935779816513763,0.009174311926605505,0.009174311926605505
29,0.19678714859437751,0.14859437751004015,0.10843373493975904,0.06827309236947791,0.04417670682730924,0.01606425702811245
30,0.1650485436893204,0.11165048543689321,0.07281553398058252,0.03398058252427184,0.019417475728155338,0.009708737864077669
31,0.1565217391304348,0.10869565217391304,0.08260869565217391,0.05652173913043478,0.0391304347826087,0.021739130434782608
32,0.1935483870967742,0.08294930875576037,0.06451612903225806,0.027649769585253458,0.018433179723502304,0.013824884792626729
33,0.14732142857142858,0.08482142857142858,0.05357142857142857,0.03125,0.017857142857142856,0.017857142857142856
34,0.1780821917808219,0.0958904109589041,0.0730593607305936,0.0410958904109589,0.0136986301369863,0.0091324200913242
35,0.1590909090909091,0.07272727272727272,0.05,0.03636363636363636,0.01818181818181818,0.013636363636363636
36,0.1864406779661017,0.11440677966101695,0.09322033898305085,0.05084745762711865,0.0211864406779661,0.0211864406779661
37,0.15609756097560976,0.1073170731707317,0.08292682926829269,0.05853658536585366,0.02926829268292683,0.024390243902439025
38,0.1889400921658986,0.12442396313364056,0.10138248847926268,0.06912442396313365,0.04608294930875576,0.03686635944700461
39,0.13135593220338984,0.1059322033898305,0.0635593220338983,0.0211864406779661,0.00847457627118644,0.00847457627118644
40,0.13846153846153847,0.07692307692307693,0.05128205128205128,0.020512820512820513,0.020512820512820513,0.015384615384615385
41,0.20574162679425836,0.11961722488038277,0.0861244019138756,0.03349282296650718,0.014354066985645933,0.004784688995215311
42,0.1724137931034483,0.09578544061302682,0.07279693486590039,0.02681992337164751,0.022988505747126436,0.022988505747126436
43,0.24390243902439024,0.13658536585365855,0.09268292682926829,0.03414634146341464,0.01951219512195122,0.01951219512195122
44,0.16,0.08,0.06222222222222222,0.044444444444444446,0.022222222222222223,0.008888888888888889
45,0.14736842105263157,0.11052631578947368,0.09473684210526316,0.05789473684210526,0.03684210526315789,0.010526315789473684
46,0.17452830188679244,0.11320754716981132,0.07075471698113207,0.0330188679245283,0.009433962264150943,
47,0.21025641025641026,0.12307692307692308,0.09230769230769231,0.05641025641025641,0.041025641025641026,0.015384615384615385
48,0.21266968325791855,0.12669683257918551,0.09954751131221719,0.06787330316742081,0.049773755656108594,0.027149321266968326
49,0.185,0.145,0.125,0.075,0.03,0.015
50,0.18226600985221675,0.11330049261083744,0.08374384236453201,0.054187192118226604,0.034482758620689655,0.029556650246305417
51,0.18604651162790697,0.13488372093023257,0.10697674418604651,0.06511627906976744,0.046511627906976744,0.03255813953488372
52,0.19298245614035087,0.12719298245614036,0.08333333333333333,0.043859649122807015,0.013157894736842105,0.008771929824561403
53,0.19444444444444445,0.11574074074074074,0.10185185185185185,0.05555555555555555,0.032407407407407406,0.023148148148148147
54,0.22709163346613545,0.12749003984063745,0.099601593625498,0.06772908366533864,0.043824701195219126,0.0398406374501992
55,0.21666666666666667,0.15,0.11666666666666667,0.058333333333333334,0.029166666666666667,0.025
56,0.23949579831932774,0.13025210084033614,0.08823529411764706,0.046218487394957986,0.029411764705882353,0.02100840336134454
57,0.20952380952380953,0.14761904761904762,0.10952380952380952,0.05714285714285714,0.03333333333333333,0.01904761904761905
58,0.2560386473429952,0.18357487922705315,0.1497584541062802,0.07246376811594203,0.06280193236714976,0.028985507246376812
59,0.24299065420560748,0.14485981308411214,0.11214953271028037,0.06542056074766354,0.056074766355140186,0.04672897196261682
60,0.16355140186915887,0.08878504672897196,0.07476635514018691,0.0514018691588785,0.037383177570093455,0.03271028037383177
61,0.20909090909090908,0.13636363636363635,0.1,0.045454545454545456,0.031818181818181815,0.01818181818181818
62,0.20276497695852536,0.15668202764976957,0.1152073732718894,0.055299539170506916,0.02304147465437788,0.018433179723502304
63,0.21693121693121692,0.12698412698412698,0.09523809523809523,0.047619047619047616,0.015873015873015872,0.010582010582010581
64,0.2102803738317757,0.14018691588785046,0.11214953271028037,0.07009345794392523,0.04672897196261682,0.03271028037383177
65,0.2222222222222222,0.1688888888888889,0.10666666666666667,0.07555555555555556,0.057777777777777775,0.03111111111111111
66,0.22660098522167488,0.1625615763546798,0.13793103448275862,0.11330049261083744,0.06403940886699508,0.009852216748768473
67,0.21982758620689655,0.15086206896551724,0.10775862068965517,0.06465517241379311,0.034482758620689655,0.02586206896551724
68,0.15121951219512195,0.1073170731707317,0.07804878048780488,0.03414634146341464,0.00975609756097561,0.00975609756097561
69,0.20603015075376885,0.135678391959799,0.12060301507537688,0.05527638190954774,0.02512562814070352,0.010050251256281407
70,0.1736842105263158,0.1,0.07894736842105263,0.031578947368421054,0.021052631578947368,0.015789473684210527
71,0.23529411764705882,0.1583710407239819,0.12217194570135746,0.058823529411764705,0.02262443438914027,0.01809954751131222
72,0.24537037037037038,0.1111111111111111,0.08333333333333333,0.05092592592592592,0.027777777777777776,0.018518518518518517
73,0.26842105263157895,0.1736842105263158,0.12631578947368421,0.08421052631578947,0.06842105263157895,0.05263157894736842
74,0.21608040201005024,0.135678391959799,0.07537688442211055,0.05025125628140704,0.035175879396984924,0.020100502512562814
75,0.20812182741116753,0.1319796954314721,0.09137055837563451,0.050761421319796954,0.030456852791878174,0.025380710659898477
76,0.19402985074626866,0.12935323383084577,0.08955223880597014,0.04477611940298507,0.014925373134328358,0.004975124378109453
77,0.20618556701030927,0.14432989690721648,0.10309278350515463,0.07216494845360824,0.04639175257731959,0.030927835051546393
78,0.23809523809523808,0.14814814814814814,0.13227513227513227,0.08465608465608465,0.042328042328042326,0.021164021164021163
79,0.24210526315789474,0.1631578947368421,0.13157894736842105,0.11052631578947368,0.07894736842105263,0.04736842105263158
80,0.2182741116751269,0.15736040609137056,0.12690355329949238,0.06091370558375635,0.03553299492385787,0.025380710659898477
81,0.1796116504854369,0.13592233009708737,0.10679611650485436,0.06310679611650485,0.02912621359223301,0.014563106796116505
82,0.17766497461928935,0.116751269035533,0.10152284263959391,0.06598984771573604,0.030456852791878174,0.030456852791878174
83,0.23076923076923078,0.15384615384615385,0.12087912087912088,0.06043956043956044,0.027472527472527472,0.02197802197802198
84,0.25396825396825395,0.15343915343915343,0.1111111111111111,0.0582010582010582,0.026455026455026454,0.021164021164021163
85,0.23497267759562843,0.1366120218579235,0.09289617486338798,0.060109289617486336,0.03278688524590164,0.00546448087431694
86,0.2714285714285714,0.15714285714285714,0.10952380952380952,0.0761904761904762,0.06666666666666667,0.03333333333333333
87,0.24630541871921183,0.14285714285714285,0.10837438423645321,0.08866995073891626,0.04926108374384237,0.024630541871921183
88,0.19886363636363635,0.13636363636363635,0.11363636363636363,0.05113636363636364,0.03977272727272727,0.017045454545454544
